"File Name","Download Date",User,"First Name","Last Name",Affiliation,Study,"PCRC Member"
"GOC - DISC Data Repository - Study Summary.docx","12/11/2020 - 19:16",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","12/11/2020 - 19:16",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/11/2020 - 19:16",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","12/11/2020 - 19:16",Anonymous,,,,"Family Experiences in ICU Transfers",
StudySummary100819.docx,"12/11/2020 - 19:16",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","12/11/2020 - 19:16",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary_Mack.docx","12/11/2020 - 19:15",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/11/2020 - 19:15",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/11/2020 - 19:15",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","12/11/2020 - 19:15",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","12/11/2020 - 19:15",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/11/2020 - 19:15",Anonymous,,,,"Statin Discontinuation",
"Study Summary 14-09 Ferrell-protected.pdf","12/11/2020 - 19:15",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"GOC - DISC Data Repository - Study Summary.docx","12/11/2020 - 18:50",Anonymous,,,,"Goals of Care",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/11/2020 - 14:49",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
StudySummary100819.docx,"12/11/2020 - 13:46",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary - REST.pdf","12/11/2020 - 08:05",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - PCDM.pdf","12/11/2020 - 02:24",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/10/2020 - 20:29",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
StudySummary100819.docx,"12/10/2020 - 14:48",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/10/2020 - 11:00",Anonymous,,,,"Statin Discontinuation",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/10/2020 - 08:21",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary Template.docx","12/10/2020 - 07:40",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/10/2020 - 07:40",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","12/10/2020 - 07:40",Anonymous,,,,"Family Experiences in ICU Transfers",
StudySummary100819.docx,"12/10/2020 - 07:40",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","12/10/2020 - 07:40",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary_Mack.docx","12/10/2020 - 07:40",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/10/2020 - 07:40",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","12/10/2020 - 04:47",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","12/10/2020 - 04:47",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","12/10/2020 - 04:47",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","12/10/2020 - 04:47",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
StudySummary100819.docx,"12/09/2020 - 23:30",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/09/2020 - 23:30",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","12/09/2020 - 20:15",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","12/09/2020 - 20:15",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/09/2020 - 20:15",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","12/09/2020 - 20:15",Anonymous,,,,"Family Experiences in ICU Transfers",
StudySummary100819.docx,"12/09/2020 - 20:15",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","12/09/2020 - 20:15",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary_Mack.docx","12/09/2020 - 20:15",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/09/2020 - 20:15",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/09/2020 - 20:15",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","12/09/2020 - 20:15",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","12/09/2020 - 20:15",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/09/2020 - 20:15",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary Template.docx","12/09/2020 - 13:58",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - Long 14-06p.docx","12/09/2020 - 10:57",Anonymous,,,,"Family Experiences in ICU Transfers",
"Study Summary - REST.pdf","12/09/2020 - 01:08",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary.docx","12/08/2020 - 22:50",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/08/2020 - 20:19",Anonymous,,,,"Statin Discontinuation",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/08/2020 - 19:52",Anonymous,,,,"Statin Discontinuation",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/08/2020 - 12:58",Anonymous,,,,"Statin Discontinuation",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/08/2020 - 12:58",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","12/08/2020 - 09:34",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary_Mack.docx","12/08/2020 - 00:47",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary - PCDM.pdf","12/07/2020 - 12:22",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/07/2020 - 10:21",Anonymous,,,,"Statin Discontinuation",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/07/2020 - 10:21",Anonymous,,,,"Statin Discontinuation",
"Study Summary 14-09 Ferrell-protected.pdf","12/07/2020 - 10:14",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","12/07/2020 - 06:14",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary - Long 14-06p.docx","12/06/2020 - 17:04",Anonymous,,,,"Family Experiences in ICU Transfers",
StudySummary100819.docx,"12/06/2020 - 14:50",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary - PCDM.pdf","12/06/2020 - 02:51",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/06/2020 - 00:26",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"GOC - DISC Data Repository - Study Summary.docx","12/05/2020 - 17:49",Anonymous,,,,"Goals of Care",
"Study Summary - PCDM.pdf","12/05/2020 - 14:01",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary 14-09 Ferrell-protected.pdf","12/05/2020 - 12:33",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","12/05/2020 - 10:31",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/05/2020 - 06:32",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary - REST.pdf","12/05/2020 - 04:34",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/05/2020 - 03:40",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary 14-09 Ferrell-protected.pdf","12/04/2020 - 10:56",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","12/04/2020 - 09:32",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/04/2020 - 07:14",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/04/2020 - 05:00",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary_Mack.docx","12/04/2020 - 02:16",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary - PCDM.pdf","12/03/2020 - 20:38",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Study Summary Template.docx","12/03/2020 - 19:15",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"GOC - DISC Data Repository - Study Summary.docx","12/03/2020 - 18:08",Anonymous,,,,"Goals of Care",
"Study Summary - REST.pdf","12/03/2020 - 17:40",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/03/2020 - 09:55",Anonymous,,,,"Statin Discontinuation",
"Study Summary - PCDM.pdf","12/02/2020 - 20:37",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - PCDM.pdf","12/02/2020 - 10:15",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/02/2020 - 07:05",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary Template.docx","12/02/2020 - 04:32",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"GOC - DISC Data Repository - Study Summary.docx","12/02/2020 - 04:27",Anonymous,,,,"Goals of Care",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/02/2020 - 03:38",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","12/02/2020 - 02:45",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary.docx","12/02/2020 - 02:19",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
StudySummary100819.docx,"12/02/2020 - 01:53",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary_Mack.docx","12/02/2020 - 01:00",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/02/2020 - 00:34",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary - PCDM.pdf","12/02/2020 - 00:24",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/01/2020 - 23:19",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/01/2020 - 23:06",Anonymous,,,,"Statin Discontinuation",
"Study Summary - PCDM.pdf","12/01/2020 - 22:54",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","12/01/2020 - 22:29",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 14-09 Ferrell-protected.pdf","12/01/2020 - 17:46",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","12/01/2020 - 09:36",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/01/2020 - 01:22",Anonymous,,,,"Statin Discontinuation",
"Study Summary - REST.pdf","11/30/2020 - 23:12",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/30/2020 - 23:00",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/30/2020 - 17:56",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/30/2020 - 11:00",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/30/2020 - 06:17",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","11/30/2020 - 03:06",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
StudySummary100819.docx,"11/30/2020 - 01:22",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/29/2020 - 23:51",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/29/2020 - 21:56",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary - Long 14-06p.docx","11/29/2020 - 21:05",Anonymous,,,,"Family Experiences in ICU Transfers",
"Study Summary 14-09 Ferrell-protected.pdf","11/29/2020 - 12:07",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/29/2020 - 08:32",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary.docx","11/29/2020 - 06:40",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary Template.docx","11/29/2020 - 05:50",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - REST.pdf","11/29/2020 - 00:59",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"GOC - DISC Data Repository - Study Summary.docx","11/28/2020 - 06:12",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary_Mack.docx","11/28/2020 - 06:06",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/28/2020 - 03:07",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary_Mack.docx","11/28/2020 - 02:49",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/28/2020 - 02:07",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","11/27/2020 - 23:37",Anonymous,,,,"Goals of Care",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/27/2020 - 21:47",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/27/2020 - 15:51",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary - PCDM.pdf","11/27/2020 - 08:18",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - PCDM.pdf","11/27/2020 - 01:24",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/26/2020 - 23:57",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary - REST.pdf","11/26/2020 - 22:22",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary.docx","11/26/2020 - 21:55",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/26/2020 - 20:33",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - PCDM.pdf","11/26/2020 - 08:18",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Study Summary.docx","11/26/2020 - 03:24",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - PCDM.pdf","11/25/2020 - 23:16",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Study Summary Template.docx","11/25/2020 - 23:04",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/25/2020 - 22:49",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - Long 14-06p.docx","11/25/2020 - 22:33",Anonymous,,,,"Family Experiences in ICU Transfers",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/25/2020 - 22:30",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
StudySummary100819.docx,"11/25/2020 - 22:18",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary_Mack.docx","11/25/2020 - 21:46",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/25/2020 - 21:15",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/25/2020 - 20:44",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","11/25/2020 - 20:29",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","11/25/2020 - 20:14",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/25/2020 - 19:43",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/25/2020 - 19:03",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/25/2020 - 17:21",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - REST.pdf","11/25/2020 - 16:47",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - REST.pdf","11/25/2020 - 06:13",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary Template.docx","11/25/2020 - 06:02",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/25/2020 - 04:42",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/25/2020 - 02:12",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/24/2020 - 21:10",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"GOC - DISC Data Repository - Study Summary.docx","11/24/2020 - 21:10",Anonymous,,,,"Goals of Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/24/2020 - 21:10",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Study Summary_Mack.docx","11/24/2020 - 21:10",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/24/2020 - 21:10",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary.docx","11/24/2020 - 21:10",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/24/2020 - 17:00",Anonymous,,,,"Statin Discontinuation",
"Study Summary 14-09 Ferrell-protected.pdf","11/24/2020 - 13:18",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"GOC - DISC Data Repository - Study Summary.docx","11/24/2020 - 06:46",Anonymous,,,,"Goals of Care",
"Study Summary - PCDM.pdf","11/24/2020 - 04:50",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
StudySummary100819.docx,"11/23/2020 - 22:07",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/23/2020 - 21:23",Anonymous,,,,"Statin Discontinuation",
"GOC - DISC Data Repository - Study Summary.docx","11/23/2020 - 18:43",Anonymous,,,,"Goals of Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/23/2020 - 14:10",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/23/2020 - 14:10",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/23/2020 - 14:10",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","11/23/2020 - 14:10",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/23/2020 - 14:10",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/23/2020 - 14:10",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","11/23/2020 - 14:10",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/23/2020 - 14:09",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","11/23/2020 - 14:09",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","11/23/2020 - 14:09",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Template.docx","11/23/2020 - 14:09",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","11/23/2020 - 14:09",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/23/2020 - 14:08",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/23/2020 - 14:07",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/23/2020 - 14:07",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","11/23/2020 - 14:07",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/23/2020 - 14:07",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/23/2020 - 14:07",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","11/23/2020 - 14:07",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/23/2020 - 14:07",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","11/23/2020 - 14:07",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","11/23/2020 - 14:07",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Template.docx","11/23/2020 - 14:07",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","11/23/2020 - 14:07",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary.docx","11/23/2020 - 05:39",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/23/2020 - 03:47",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary Template.docx","11/22/2020 - 16:53",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - PCDM.pdf","11/22/2020 - 16:27",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/22/2020 - 14:52",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","11/22/2020 - 01:46",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
